#    ** ICASA**,,,,,
#     Column Definitions:,,,,,
#     - Total Potential Responses: All survey participants including those who left the question blank.,,,,,
#     - Non-empty Responses: All responses that are not null or empty string.,,,,,
"#     - Informative Responses: Responses that are not classified as non-informative (e.g.  not ""N/A"",  ""No comment"", etc.)",,,,,
#     - Response: Individual informative responses with each response on a separate row.,,,,,
#     ,,,,,
Question,Institution,Total Potential Responses,Non-empty Responses,Informative Responses,Response
,,,,,the cafeteria tends to serve unhealthy food.
,,,,,"it has improved a lot over the last few years.  healthy food options are fewer, but increasing.  demand for healthy food is much lower than unhealthy food."
,,,,,"we have few choices on our small, rural campus - one cafeteria/dining room we are far from shopping and restaurants -- off campus choices are too far for regular mid-day use."
,,,,,the food i tend to get from campus isnâ€™t what i would call nutritious and the one salad i got wasnâ€™t very good.
,,,,,its good
,,,,,limited.
,,,,,it is limited but fine for me
,,,,,"most of the time, by the time i am free to obtain a meal, the cafeteria is closed or out of healthier options."
,,,,,wish the cafe was open on fridays
,,,,,the options are limited.
,,,,,"the availability is there.  the affordability isn't.  if i purchase lunches or breakfasts' at my campus, i cut into the monies used to purchase food to have at home."
,,,,,it is sufficient but could use more healthy options
,,,,,it could be more healthy the choices are limited but run out quickly
,,,,,could be a better selection
,,,,,it's highly processed and commercial.
,,,,,need to be have a greater variety and open longer.
,,,,,limited selection. little or zero fresh veg and fruit.    more like a fancy concession stand
,,,,,there could be better selections and at better prices but we are a small university
,,,,,selections are better than they used to be but would like more vegan choices
,,,,,more variety at unm valencia
,,,,,"i'm very grateful that the campus has a cafeteria and bookstore, especially since the location of campus is at least a 20-minute drive from any other store or restaurant."
,,,,,for the size it is good but it could improve with more selection.
What are your thoughts about food availability on your campus?,Western New Mexico University,30,20,14,need more selection to pick from
,,,,,it sucks
,,,,,"lacking. the only available food are in the cafeteria or einstein's, but einstein's is full of carbs and closed early."
,,,,,too much fast food
,,,,,accessible
,,,,,good options at the cafeteria for those that are hungry. you can eat your fill for the entire day since it is a buffet
,,,,,excellent!
,,,,,limited resources
,,,,,"good availability on campus is often, most of the time it makes me sick. the meat is scary to eat, the salad bar has very little items to choose from and most of the time the items are canned vegetables. the lettuce is often soggy and molded. the fruits are always molded."
,,,,,"the food court has food by sodexo--burgers, pizza, or a salad bar. that's about the extent of it."
,,,,,needs to be healthier more fresh fruit and vegetables
,,,,,i don't eat on campus so i can't answer these questions.
,,,,,needs more options
,,,,,ton of room for improvement
Please share why you feel unsafe?,Central New Mexico Community College,715,40,26,due to the panic of debt collectors
,,,,,inflation
,,,,,shootings and crime
,,,,,my family. my ex.
,,,,,i had to move in to the war zone and we here shootings everynight.
,,,,,"my neighborhood has a lot of crime and homeless people.  our house only has basic door locks to keep people from breaking in; we've had our car broken into, strangers come into our yard, and once had to call the police to remove someone who climbed onto our roof and wouldn't leave."
,,,,,mental struggles
,,,,,temperamental individuals sharing space made it hard to want to stay there.
,,,,,persistent nearby gunfire and a continuous stream of vagrants walking up and down my street looking for places to break into.
,,,,,"potential burglars checking gates, doors and cars in my neighborhood."
,,,,,this albuquerque! high crime. high violent crime.  who is safe in this city?
,,,,,alcohol abuse
,,,,,living alone is scary
,,,,,the price of the house is often increased. the landlord often appears
,,,,,a lot of homeless/ mentally unstable people around my work location
,,,,,previous landlord verbal assaulted family members.
,,,,,"multiple houses and vehicles on my street (including mine) have been targeted. broken windows, smashed cars, bullet holes in houses and vehicles"
,,,,,verbal abuse and hostility
,,,,,"lived where there was frequent crime, even though it was considered a 'luxury' apartment home complex where i lived.  car was broken into twice and garage was broken into twice."
,,,,,hostility from partner
,,,,,"gunshots , crime, covid"
,,,,,my neighborhood can be very sketchy to where cops are called sometimes.
,,,,,fire on the river less than a mile away from my house. also a lot of drug deals outside of my fence and there have been gun violence a few houses away.
,,,,,my partner is unpredictable
,,,,,gun shots in my neighborhood.
,,,,,crime
Please share why you feel unsafe?,Clovis Community College,103,4,3,impact of surrounding environment
,,,,,living alone is scary
,,,,,"there's too much junk food

there's too much junk food"
Please share why you feel unsafe?,DinÃ© College,49,1,1,"because strange warning, someone watch you."
Please share why you feel unsafe?,Dona Ana Branch Community College,129,11,6,porque mi esposo queria que me fuera de la casa y constantemente me lo pedia.
,,,,,drug use and large parties from neighbors
,,,,,crime
,,,,,lack of self-confidence
,,,,,por lo inzeguridad de rovos y los   altos coztoz de viles
,,,,,"the child is relatively small, taking care of it is very tiring, and the ex-husband pays less attention to it"
Please share why you feel unsafe?,"Eastern New Mexico University, Portales",106,15,9,pressure
,,,,,das
,,,,,gun fire and drug activity close by
,,,,,stray dogs have attacked my dogs and me. intoxicated people have broken into houses because they think it's their place. there are many drunk drivers in portales and lots of human trafficking.
,,,,,the people hanging around were unsafe
,,,,,"feeling unsafe and mental health. in maslow's hierarchy of needs feeling safe is ranked second only to food, water, and air â€“ it is an essential"
